type,show_title,week,type2,year,url,url2,url3,url4
m,83,2022-04-03,tv,2022,https://www.rottentomatoes.com/m/83_2022,https://www.rottentomatoes.com/m/83,https://www.rottentomatoes.com/tv/83_2022,https://www.rottentomatoes.com/tv/83
m,10_days_of_a_bad_man,2023-08-27,tv,2023,https://www.rottentomatoes.com/m/10_days_of_a_bad_man_2023,https://www.rottentomatoes.com/m/10_days_of_a_bad_man,https://www.rottentomatoes.com/tv/10_days_of_a_bad_man_2023,https://www.rottentomatoes.com/tv/10_days_of_a_bad_man
m,10_days_of_a_good_man,2023-03-12,tv,2023,https://www.rottentomatoes.com/m/10_days_of_a_good_man_2023,https://www.rottentomatoes.com/m/10_days_of_a_good_man,https://www.rottentomatoes.com/tv/10_days_of_a_good_man_2023,https://www.rottentomatoes.com/tv/10_days_of_a_good_man
m,1000_miles_from_christmas,2022-01-02,tv,2022,https://www.rottentomatoes.com/m/1000_miles_from_christmas_2022,https://www.rottentomatoes.com/m/1000_miles_from_christmas,https://www.rottentomatoes.com/tv/1000_miles_from_christmas_2022,https://www.rottentomatoes.com/tv/1000_miles_from_christmas
m,12_strong,2022-07-24,tv,2022,https://www.rottentomatoes.com/m/12_strong_2022,https://www.rottentomatoes.com/m/12_strong,https://www.rottentomatoes.com/tv/12_strong_2022,https://www.rottentomatoes.com/tv/12_strong
m,13_hours_the_secret_soldiers_of_benghazi,2023-11-12,tv,2023,https://www.rottentomatoes.com/m/13_hours_the_secret_soldiers_of_benghazi_2023,https://www.rottentomatoes.com/m/13_hours_the_secret_soldiers_of_benghazi,https://www.rottentomatoes.com/tv/13_hours_the_secret_soldiers_of_benghazi_2023,https://www.rottentomatoes.com/tv/13_hours_the_secret_soldiers_of_benghazi
tv,1899,2022-12-18,m,2022,https://www.rottentomatoes.com/tv/1899_2022,https://www.rottentomatoes.com/tv/1899,https://www.rottentomatoes.com/m/1899_2022,https://www.rottentomatoes.com/m/1899
m,1917,2022-08-14,tv,2022,https://www.rottentomatoes.com/m/1917_2022,https://www.rottentomatoes.com/m/1917,https://www.rottentomatoes.com/tv/1917_2022,https://www.rottentomatoes.com/tv/1917
m,2_guns,2023-02-26,tv,2023,https://www.rottentomatoes.com/m/2_guns_2023,https://www.rottentomatoes.com/m/2_guns,https://www.rottentomatoes.com/tv/2_guns_2023,https://www.rottentomatoes.com/tv/2_guns
m,2_hearts,2023-06-04,tv,2023,https://www.rottentomatoes.com/m/2_hearts_2023,https://www.rottentomatoes.com/m/2_hearts,https://www.rottentomatoes.com/tv/2_hearts_2023,https://www.rottentomatoes.com/tv/2_hearts
m,20th_century_girl,2022-11-13,tv,2022,https://www.rottentomatoes.com/m/20th_century_girl_2022,https://www.rottentomatoes.com/m/20th_century_girl,https://www.rottentomatoes.com/tv/20th_century_girl_2022,https://www.rottentomatoes.com/tv/20th_century_girl
m,21_jump_street,2021-11-07,tv,2021,https://www.rottentomatoes.com/m/21_jump_street_2021,https://www.rottentomatoes.com/m/21_jump_street,https://www.rottentomatoes.com/tv/21_jump_street_2021,https://www.rottentomatoes.com/tv/21_jump_street
m,211,2021-11-14,tv,2021,https://www.rottentomatoes.com/m/211_2021,https://www.rottentomatoes.com/m/211,https://www.rottentomatoes.com/tv/211_2021,https://www.rottentomatoes.com/tv/211
m,24_hours_with_gaspar,2024-03-24,tv,2024,https://www.rottentomatoes.com/m/24_hours_with_gaspar_2024,https://www.rottentomatoes.com/m/24_hours_with_gaspar,https://www.rottentomatoes.com/tv/24_hours_with_gaspar_2024,https://www.rottentomatoes.com/tv/24_hours_with_gaspar
tv,28_days_haunted,2022-10-30,m,2022,https://www.rottentomatoes.com/tv/28_days_haunted_2022,https://www.rottentomatoes.com/tv/28_days_haunted,https://www.rottentomatoes.com/m/28_days_haunted_2022,https://www.rottentomatoes.com/m/28_days_haunted
tv,3_body_problem,2024-03-24,m,2024,https://www.rottentomatoes.com/tv/3_body_problem_2024,https://www.rottentomatoes.com/tv/3_body_problem,https://www.rottentomatoes.com/m/3_body_problem_2024,https://www.rottentomatoes.com/m/3_body_problem
m,365_days,2022-05-08,tv,2022,https://www.rottentomatoes.com/m/365_days_2022,https://www.rottentomatoes.com/m/365_days,https://www.rottentomatoes.com/tv/365_days_2022,https://www.rottentomatoes.com/tv/365_days
m,365_days_this_day,2022-05-22,tv,2022,https://www.rottentomatoes.com/m/365_days_this_day_2022,https://www.rottentomatoes.com/m/365_days_this_day,https://www.rottentomatoes.com/tv/365_days_this_day_2022,https://www.rottentomatoes.com/tv/365_days_this_day
m,4_kings,2022-06-05,tv,2022,https://www.rottentomatoes.com/m/4_kings_2022,https://www.rottentomatoes.com/m/4_kings,https://www.rottentomatoes.com/tv/4_kings_2022,https://www.rottentomatoes.com/tv/4_kings
m,40_years_young,2022-05-15,tv,2022,https://www.rottentomatoes.com/m/40_years_young_2022,https://www.rottentomatoes.com/m/40_years_young,https://www.rottentomatoes.com/tv/40_years_young_2022,https://www.rottentomatoes.com/tv/40_years_young
tv,42_days_of_darkness,2022-05-15,m,2022,https://www.rottentomatoes.com/tv/42_days_of_darkness_2022,https://www.rottentomatoes.com/tv/42_days_of_darkness,https://www.rottentomatoes.com/m/42_days_of_darkness_2022,https://www.rottentomatoes.com/m/42_days_of_darkness
m,47_meters_down_uncaged,2023-02-19,tv,2023,https://www.rottentomatoes.com/m/47_meters_down_uncaged_2023,https://www.rottentomatoes.com/m/47_meters_down_uncaged,https://www.rottentomatoes.com/tv/47_meters_down_uncaged_2023,https://www.rottentomatoes.com/tv/47_meters_down_uncaged
m,47_ronin,2023-06-25,tv,2023,https://www.rottentomatoes.com/m/47_ronin_2023,https://www.rottentomatoes.com/m/47_ronin,https://www.rottentomatoes.com/tv/47_ronin_2023,https://www.rottentomatoes.com/tv/47_ronin
m,6_underground,2022-04-03,tv,2022,https://www.rottentomatoes.com/m/6_underground_2022,https://www.rottentomatoes.com/m/6_underground,https://www.rottentomatoes.com/tv/6_underground_2022,https://www.rottentomatoes.com/tv/6_underground
m,65,2023-07-16,tv,2023,https://www.rottentomatoes.com/m/65_2023,https://www.rottentomatoes.com/m/65,https://www.rottentomatoes.com/tv/65_2023,https://www.rottentomatoes.com/tv/65
tv,6ixtynin9_the_series,2023-09-10,m,2023,https://www.rottentomatoes.com/tv/6ixtynin9_the_series_2023,https://www.rottentomatoes.com/tv/6ixtynin9_the_series,https://www.rottentomatoes.com/m/6ixtynin9_the_series_2023,https://www.rottentomatoes.com/m/6ixtynin9_the_series
m,7_prisoners,2021-11-21,tv,2021,https://www.rottentomatoes.com/m/7_prisoners_2021,https://www.rottentomatoes.com/m/7_prisoners,https://www.rottentomatoes.com/tv/7_prisoners_2021,https://www.rottentomatoes.com/tv/7_prisoners
m,7_women_and_a_murder,2023-01-08,tv,2023,https://www.rottentomatoes.com/m/7_women_and_a_murder_2023,https://www.rottentomatoes.com/m/7_women_and_a_murder,https://www.rottentomatoes.com/tv/7_women_and_a_murder_2023,https://www.rottentomatoes.com/tv/7_women_and_a_murder
tv,85_south_ghetto_legends,2023-06-25,m,2023,https://www.rottentomatoes.com/tv/85_south_ghetto_legends_2023,https://www.rottentomatoes.com/tv/85_south_ghetto_legends,https://www.rottentomatoes.com/m/85_south_ghetto_legends_2023,https://www.rottentomatoes.com/m/85_south_ghetto_legends
m,a_bad_moms_christmas,2022-12-25,tv,2022,https://www.rottentomatoes.com/m/a_bad_moms_christmas_2022,https://www.rottentomatoes.com/m/a_bad_moms_christmas,https://www.rottentomatoes.com/tv/a_bad_moms_christmas_2022,https://www.rottentomatoes.com/tv/a_bad_moms_christmas
m,a_beautiful_life,2023-07-16,tv,2023,https://www.rottentomatoes.com/m/a_beautiful_life_2023,https://www.rottentomatoes.com/m/a_beautiful_life,https://www.rottentomatoes.com/tv/a_beautiful_life_2023,https://www.rottentomatoes.com/tv/a_beautiful_life
m,a_boy_called_christmas,2021-12-26,tv,2021,https://www.rottentomatoes.com/m/a_boy_called_christmas_2021,https://www.rottentomatoes.com/m/a_boy_called_christmas,https://www.rottentomatoes.com/tv/a_boy_called_christmas_2021,https://www.rottentomatoes.com/tv/a_boy_called_christmas
m,a_california_christmas_city_lights,2021-12-26,tv,2021,https://www.rottentomatoes.com/m/a_california_christmas_city_lights_2021,https://www.rottentomatoes.com/m/a_california_christmas_city_lights,https://www.rottentomatoes.com/tv/a_california_christmas_city_lights_2021,https://www.rottentomatoes.com/tv/a_california_christmas_city_lights
m,a_castle_for_christmas,2021-12-12,tv,2021,https://www.rottentomatoes.com/m/a_castle_for_christmas_2021,https://www.rottentomatoes.com/m/a_castle_for_christmas,https://www.rottentomatoes.com/tv/a_castle_for_christmas_2021,https://www.rottentomatoes.com/tv/a_castle_for_christmas
m,a_christmas_miracle_for_daisy,2022-12-11,tv,2022,https://www.rottentomatoes.com/m/a_christmas_miracle_for_daisy_2022,https://www.rottentomatoes.com/m/a_christmas_miracle_for_daisy,https://www.rottentomatoes.com/tv/a_christmas_miracle_for_daisy_2022,https://www.rottentomatoes.com/tv/a_christmas_miracle_for_daisy
m,a_classic_horror_story,2021-07-25,tv,2021,https://www.rottentomatoes.com/m/a_classic_horror_story_2021,https://www.rottentomatoes.com/m/a_classic_horror_story,https://www.rottentomatoes.com/tv/a_classic_horror_story_2021,https://www.rottentomatoes.com/tv/a_classic_horror_story
m,a_cut_above,2022-07-31,tv,2022,https://www.rottentomatoes.com/m/a_cut_above_2022,https://www.rottentomatoes.com/m/a_cut_above,https://www.rottentomatoes.com/tv/a_cut_above_2022,https://www.rottentomatoes.com/tv/a_cut_above
m,a_day_and_a_half,2023-09-17,tv,2023,https://www.rottentomatoes.com/m/a_day_and_a_half_2023,https://www.rottentomatoes.com/m/a_day_and_a_half,https://www.rottentomatoes.com/tv/a_day_and_a_half_2023,https://www.rottentomatoes.com/tv/a_day_and_a_half
m,a_day_to_die,2024-01-14,tv,2024,https://www.rottentomatoes.com/m/a_day_to_die_2024,https://www.rottentomatoes.com/m/a_day_to_die,https://www.rottentomatoes.com/tv/a_day_to_die_2024,https://www.rottentomatoes.com/tv/a_day_to_die
m,a_deadly_invitation,2023-11-05,tv,2023,https://www.rottentomatoes.com/m/a_deadly_invitation_2023,https://www.rottentomatoes.com/m/a_deadly_invitation,https://www.rottentomatoes.com/tv/a_deadly_invitation_2023,https://www.rottentomatoes.com/tv/a_deadly_invitation
m,a_dogs_journey,2021-10-31,tv,2021,https://www.rottentomatoes.com/m/a_dogs_journey_2021,https://www.rottentomatoes.com/m/a_dogs_journey,https://www.rottentomatoes.com/tv/a_dogs_journey_2021,https://www.rottentomatoes.com/tv/a_dogs_journey
m,a_dogs_way_home,2022-04-17,tv,2022,https://www.rottentomatoes.com/m/a_dogs_way_home_2022,https://www.rottentomatoes.com/m/a_dogs_way_home,https://www.rottentomatoes.com/tv/a_dogs_way_home_2022,https://www.rottentomatoes.com/tv/a_dogs_way_home
m,a_hard_day,2022-05-01,tv,2022,https://www.rottentomatoes.com/m/a_hard_day_2022,https://www.rottentomatoes.com/m/a_hard_day,https://www.rottentomatoes.com/tv/a_hard_day_2022,https://www.rottentomatoes.com/tv/a_hard_day
m,a_jazzmans_blues,2022-10-02,tv,2022,https://www.rottentomatoes.com/m/a_jazzmans_blues_2022,https://www.rottentomatoes.com/m/a_jazzmans_blues,https://www.rottentomatoes.com/tv/a_jazzmans_blues_2022,https://www.rottentomatoes.com/tv/a_jazzmans_blues
tv,a_killer_paradox,2024-03-03,m,2024,https://www.rottentomatoes.com/tv/a_killer_paradox_2024,https://www.rottentomatoes.com/tv/a_killer_paradox,https://www.rottentomatoes.com/m/a_killer_paradox_2024,https://www.rottentomatoes.com/m/a_killer_paradox
m,a_life_too_short_the_isabella_nardoni_case,2023-09-03,tv,2023,https://www.rottentomatoes.com/m/a_life_too_short_the_isabella_nardoni_case_2023,https://www.rottentomatoes.com/m/a_life_too_short_the_isabella_nardoni_case,https://www.rottentomatoes.com/tv/a_life_too_short_the_isabella_nardoni_case_2023,https://www.rottentomatoes.com/tv/a_life_too_short_the_isabella_nardoni_case
m,a_madea_homecoming,2022-03-20,tv,2022,https://www.rottentomatoes.com/m/a_madea_homecoming_2022,https://www.rottentomatoes.com/m/a_madea_homecoming,https://www.rottentomatoes.com/tv/a_madea_homecoming_2022,https://www.rottentomatoes.com/tv/a_madea_homecoming
m,a_man_called_otto,2023-05-28,tv,2023,https://www.rottentomatoes.com/m/a_man_called_otto_2023,https://www.rottentomatoes.com/m/a_man_called_otto,https://www.rottentomatoes.com/tv/a_man_called_otto_2023,https://www.rottentomatoes.com/tv/a_man_called_otto
m,a_man_of_action,2022-12-11,tv,2022,https://www.rottentomatoes.com/m/a_man_of_action_2022,https://www.rottentomatoes.com/m/a_man_of_action,https://www.rottentomatoes.com/tv/a_man_of_action_2022,https://www.rottentomatoes.com/tv/a_man_of_action
tv,a_model_family,2022-08-28,m,2022,https://www.rottentomatoes.com/tv/a_model_family_2022,https://www.rottentomatoes.com/tv/a_model_family,https://www.rottentomatoes.com/m/a_model_family_2022,https://www.rottentomatoes.com/m/a_model_family
tv,a_nearly_normal_family,2023-12-17,m,2023,https://www.rottentomatoes.com/tv/a_nearly_normal_family_2023,https://www.rottentomatoes.com/tv/a_nearly_normal_family,https://www.rottentomatoes.com/m/a_nearly_normal_family_2023,https://www.rottentomatoes.com/m/a_nearly_normal_family
m,a_not_so_merry_christmas,2023-01-01,tv,2023,https://www.rottentomatoes.com/m/a_not_so_merry_christmas_2023,https://www.rottentomatoes.com/m/a_not_so_merry_christmas,https://www.rottentomatoes.com/tv/a_not_so_merry_christmas_2023,https://www.rottentomatoes.com/tv/a_not_so_merry_christmas
m,a_perfect_enemy,2022-01-30,tv,2022,https://www.rottentomatoes.com/m/a_perfect_enemy_2022,https://www.rottentomatoes.com/m/a_perfect_enemy,https://www.rottentomatoes.com/tv/a_perfect_enemy_2022,https://www.rottentomatoes.com/tv/a_perfect_enemy
m,a_perfect_fit,2021-08-01,tv,2021,https://www.rottentomatoes.com/m/a_perfect_fit_2021,https://www.rottentomatoes.com/m/a_perfect_fit,https://www.rottentomatoes.com/tv/a_perfect_fit_2021,https://www.rottentomatoes.com/tv/a_perfect_fit
m,a_perfect_pairing,2022-06-19,tv,2022,https://www.rottentomatoes.com/m/a_perfect_pairing_2022,https://www.rottentomatoes.com/m/a_perfect_pairing,https://www.rottentomatoes.com/tv/a_perfect_pairing_2022,https://www.rottentomatoes.com/tv/a_perfect_pairing
tv,a_perfect_story,2023-08-27,m,2023,https://www.rottentomatoes.com/tv/a_perfect_story_2023,https://www.rottentomatoes.com/tv/a_perfect_story,https://www.rottentomatoes.com/m/a_perfect_story_2023,https://www.rottentomatoes.com/m/a_perfect_story
m,a_quiet_place_part_ii,2023-05-07,tv,2023,https://www.rottentomatoes.com/m/a_quiet_place_part_ii_2023,https://www.rottentomatoes.com/m/a_quiet_place_part_ii,https://www.rottentomatoes.com/tv/a_quiet_place_part_ii_2023,https://www.rottentomatoes.com/tv/a_quiet_place_part_ii
m,a_score_to_settle,2022-04-17,tv,2022,https://www.rottentomatoes.com/m/a_score_to_settle_2022,https://www.rottentomatoes.com/m/a_score_to_settle,https://www.rottentomatoes.com/tv/a_score_to_settle_2022,https://www.rottentomatoes.com/tv/a_score_to_settle
tv,a_storm_for_christmas,2022-12-25,m,2022,https://www.rottentomatoes.com/tv/a_storm_for_christmas_2022,https://www.rottentomatoes.com/tv/a_storm_for_christmas,https://www.rottentomatoes.com/m/a_storm_for_christmas_2022,https://www.rottentomatoes.com/m/a_storm_for_christmas
tv,a_tale_dark_grimm,2021-10-17,m,2021,https://www.rottentomatoes.com/tv/a_tale_dark_grimm_2021,https://www.rottentomatoes.com/tv/a_tale_dark_grimm,https://www.rottentomatoes.com/m/a_tale_dark_grimm_2021,https://www.rottentomatoes.com/m/a_tale_dark_grimm
tv,a_time_called_you,2023-10-01,m,2023,https://www.rottentomatoes.com/tv/a_time_called_you_2023,https://www.rottentomatoes.com/tv/a_time_called_you,https://www.rottentomatoes.com/m/a_time_called_you_2023,https://www.rottentomatoes.com/m/a_time_called_you
m,a_tourists_guide_to_love,2023-05-07,tv,2023,https://www.rottentomatoes.com/m/a_tourists_guide_to_love_2023,https://www.rottentomatoes.com/m/a_tourists_guide_to_love,https://www.rottentomatoes.com/tv/a_tourists_guide_to_love_2023,https://www.rottentomatoes.com/tv/a_tourists_guide_to_love
m,a_vampire_in_the_family,2024-01-14,tv,2024,https://www.rottentomatoes.com/m/a_vampire_in_the_family_2024,https://www.rottentomatoes.com/m/a_vampire_in_the_family,https://www.rottentomatoes.com/tv/a_vampire_in_the_family_2024,https://www.rottentomatoes.com/tv/a_vampire_in_the_family
m,a_very_good_girl,2023-12-31,tv,2023,https://www.rottentomatoes.com/m/a_very_good_girl_2023,https://www.rottentomatoes.com/m/a_very_good_girl,https://www.rottentomatoes.com/tv/a_very_good_girl_2023,https://www.rottentomatoes.com/tv/a_very_good_girl
m,a_walk_among_the_tombstones,2022-03-27,tv,2022,https://www.rottentomatoes.com/m/a_walk_among_the_tombstones_2022,https://www.rottentomatoes.com/m/a_walk_among_the_tombstones,https://www.rottentomatoes.com/tv/a_walk_among_the_tombstones_2022,https://www.rottentomatoes.com/tv/a_walk_among_the_tombstones
m,a_woman_with_no_filter,2022-03-06,tv,2022,https://www.rottentomatoes.com/m/a_woman_with_no_filter_2022,https://www.rottentomatoes.com/m/a_woman_with_no_filter,https://www.rottentomatoes.com/tv/a_woman_with_no_filter_2022,https://www.rottentomatoes.com/tv/a_woman_with_no_filter
m,aka,2023-12-31,tv,2023,https://www.rottentomatoes.com/m/aka_2023,https://www.rottentomatoes.com/m/aka,https://www.rottentomatoes.com/tv/aka_2023,https://www.rottentomatoes.com/tv/aka
m,athena,2022-10-09,tv,2022,https://www.rottentomatoes.com/m/athena_2022,https://www.rottentomatoes.com/m/athena,https://www.rottentomatoes.com/tv/athena_2022,https://www.rottentomatoes.com/tv/athena
m,abduction,2023-06-18,tv,2023,https://www.rottentomatoes.com/m/abduction_2023,https://www.rottentomatoes.com/m/abduction,https://www.rottentomatoes.com/tv/abduction_2023,https://www.rottentomatoes.com/tv/abduction
m,abominable,2022-02-27,tv,2022,https://www.rottentomatoes.com/m/abominable_2022,https://www.rottentomatoes.com/m/abominable,https://www.rottentomatoes.com/tv/abominable_2022,https://www.rottentomatoes.com/tv/abominable
m,accused,2023-10-01,tv,2023,https://www.rottentomatoes.com/m/accused_2023,https://www.rottentomatoes.com/m/accused,https://www.rottentomatoes.com/tv/accused_2023,https://www.rottentomatoes.com/tv/accused
m,adipurush,2023-08-27,tv,2023,https://www.rottentomatoes.com/m/adipurush_2023,https://www.rottentomatoes.com/m/adipurush,https://www.rottentomatoes.com/tv/adipurush_2023,https://www.rottentomatoes.com/tv/adipurush
m,after_ever_happy,2023-01-01,tv,2023,https://www.rottentomatoes.com/m/after_ever_happy_2023,https://www.rottentomatoes.com/m/after_ever_happy,https://www.rottentomatoes.com/tv/after_ever_happy_2023,https://www.rottentomatoes.com/tv/after_ever_happy
m,after_we_fell,2022-01-23,tv,2022,https://www.rottentomatoes.com/m/after_we_fell_2022,https://www.rottentomatoes.com/m/after_we_fell,https://www.rottentomatoes.com/tv/after_we_fell_2022,https://www.rottentomatoes.com/tv/after_we_fell
m,afterlife_of_the_party,2021-09-19,tv,2021,https://www.rottentomatoes.com/m/afterlife_of_the_party_2021,https://www.rottentomatoes.com/m/afterlife_of_the_party,https://www.rottentomatoes.com/tv/afterlife_of_the_party_2021,https://www.rottentomatoes.com/tv/afterlife_of_the_party
m,aftermath,2021-08-15,tv,2021,https://www.rottentomatoes.com/m/aftermath_2021,https://www.rottentomatoes.com/m/aftermath,https://www.rottentomatoes.com/tv/aftermath_2021,https://www.rottentomatoes.com/tv/aftermath
m,afwaah,2023-07-09,tv,2023,https://www.rottentomatoes.com/m/afwaah_2023,https://www.rottentomatoes.com/m/afwaah,https://www.rottentomatoes.com/tv/afwaah_2023,https://www.rottentomatoes.com/tv/afwaah
m,against_the_ice,2022-03-13,tv,2022,https://www.rottentomatoes.com/m/against_the_ice_2022,https://www.rottentomatoes.com/m/against_the_ice,https://www.rottentomatoes.com/tv/against_the_ice_2022,https://www.rottentomatoes.com/tv/against_the_ice
tv,agency,2023-06-11,m,2023,https://www.rottentomatoes.com/tv/agency_2023,https://www.rottentomatoes.com/tv/agency,https://www.rottentomatoes.com/m/agency_2023,https://www.rottentomatoes.com/m/agency
m,air_force_the_movie_danger_close,2023-01-29,tv,2023,https://www.rottentomatoes.com/m/air_force_the_movie_danger_close_2023,https://www.rottentomatoes.com/m/air_force_the_movie_danger_close,https://www.rottentomatoes.com/tv/air_force_the_movie_danger_close_2023,https://www.rottentomatoes.com/tv/air_force_the_movie_danger_close
m,air_mata_di_ujung_sajadah,2024-01-14,tv,2024,https://www.rottentomatoes.com/m/air_mata_di_ujung_sajadah_2024,https://www.rottentomatoes.com/m/air_mata_di_ujung_sajadah,https://www.rottentomatoes.com/tv/air_mata_di_ujung_sajadah_2024,https://www.rottentomatoes.com/tv/air_mata_di_ujung_sajadah
tv,alrawabi_school_for_girls,2024-03-03,m,2024,https://www.rottentomatoes.com/tv/alrawabi_school_for_girls_2024,https://www.rottentomatoes.com/tv/alrawabi_school_for_girls,https://www.rottentomatoes.com/m/alrawabi_school_for_girls_2024,https://www.rottentomatoes.com/m/alrawabi_school_for_girls
tv,alba,2022-08-21,m,2022,https://www.rottentomatoes.com/tv/alba_2022,https://www.rottentomatoes.com/tv/alba,https://www.rottentomatoes.com/m/alba_2022,https://www.rottentomatoes.com/m/alba
tv,alchemy_of_souls,2023-04-23,m,2023,https://www.rottentomatoes.com/tv/alchemy_of_souls_2023,https://www.rottentomatoes.com/tv/alchemy_of_souls,https://www.rottentomatoes.com/m/alchemy_of_souls_2023,https://www.rottentomatoes.com/m/alchemy_of_souls
tv,alexander_the_making_of_a_god,2024-02-11,m,2024,https://www.rottentomatoes.com/tv/alexander_the_making_of_a_god_2024,https://www.rottentomatoes.com/tv/alexander_the_making_of_a_god,https://www.rottentomatoes.com/m/alexander_the_making_of_a_god_2024,https://www.rottentomatoes.com/m/alexander_the_making_of_a_god
m,alkhallat+,2023-01-22,tv,2023,https://www.rottentomatoes.com/m/alkhallat+_2023,https://www.rottentomatoes.com/m/alkhallat+,https://www.rottentomatoes.com/tv/alkhallat+_2023,https://www.rottentomatoes.com/tv/alkhallat+
tv,all_american,2023-06-11,m,2023,https://www.rottentomatoes.com/tv/all_american_2023,https://www.rottentomatoes.com/tv/all_american,https://www.rottentomatoes.com/m/all_american_2023,https://www.rottentomatoes.com/m/all_american
m,all_hail,2022-04-24,tv,2022,https://www.rottentomatoes.com/m/all_hail_2022,https://www.rottentomatoes.com/m/all_hail,https://www.rottentomatoes.com/tv/all_hail_2022,https://www.rottentomatoes.com/tv/all_hail
m,all_my_life,2023-09-17,tv,2023,https://www.rottentomatoes.com/m/all_my_life_2023,https://www.rottentomatoes.com/m/all_my_life,https://www.rottentomatoes.com/tv/all_my_life_2023,https://www.rottentomatoes.com/tv/all_my_life
m,all_quiet_on_the_western_front,2023-05-14,tv,2023,https://www.rottentomatoes.com/m/all_quiet_on_the_western_front_2023,https://www.rottentomatoes.com/m/all_quiet_on_the_western_front,https://www.rottentomatoes.com/tv/all_quiet_on_the_western_front_2023,https://www.rottentomatoes.com/tv/all_quiet_on_the_western_front
tv,all_the_light_we_cannot_see,2023-12-03,m,2023,https://www.rottentomatoes.com/tv/all_the_light_we_cannot_see_2023,https://www.rottentomatoes.com/tv/all_the_light_we_cannot_see,https://www.rottentomatoes.com/m/all_the_light_we_cannot_see_2023,https://www.rottentomatoes.com/m/all_the_light_we_cannot_see
m,all_the_places,2023-02-26,tv,2023,https://www.rottentomatoes.com/m/all_the_places_2023,https://www.rottentomatoes.com/m/all_the_places,https://www.rottentomatoes.com/tv/all_the_places_2023,https://www.rottentomatoes.com/tv/all_the_places
m,alltime_high,2023-12-03,tv,2023,https://www.rottentomatoes.com/m/alltime_high_2023,https://www.rottentomatoes.com/m/alltime_high,https://www.rottentomatoes.com/tv/alltime_high_2023,https://www.rottentomatoes.com/tv/alltime_high
tv,alone,2024-03-17,m,2024,https://www.rottentomatoes.com/tv/alone_2024,https://www.rottentomatoes.com/tv/alone,https://www.rottentomatoes.com/m/alone_2024,https://www.rottentomatoes.com/m/alone
m,along_for_the_ride,2022-05-15,tv,2022,https://www.rottentomatoes.com/m/along_for_the_ride_2022,https://www.rottentomatoes.com/m/along_for_the_ride,https://www.rottentomatoes.com/tv/along_for_the_ride_2022,https://www.rottentomatoes.com/tv/along_for_the_ride
tv,alpha_males,2024-02-25,m,2024,https://www.rottentomatoes.com/tv/alpha_males_2024,https://www.rottentomatoes.com/tv/alpha_males,https://www.rottentomatoes.com/m/alpha_males_2024,https://www.rottentomatoes.com/m/alpha_males
m,alvin_and_the_chipmunks_chipwrecked,2023-10-29,tv,2023,https://www.rottentomatoes.com/m/alvin_and_the_chipmunks_chipwrecked_2023,https://www.rottentomatoes.com/m/alvin_and_the_chipmunks_chipwrecked,https://www.rottentomatoes.com/tv/alvin_and_the_chipmunks_chipwrecked_2023,https://www.rottentomatoes.com/tv/alvin_and_the_chipmunks_chipwrecked
m,alvin_and_the_chipmunks_the_squeakquel,2023-10-29,tv,2023,https://www.rottentomatoes.com/m/alvin_and_the_chipmunks_the_squeakquel_2023,https://www.rottentomatoes.com/m/alvin_and_the_chipmunks_the_squeakquel,https://www.rottentomatoes.com/tv/alvin_and_the_chipmunks_the_squeakquel_2023,https://www.rottentomatoes.com/tv/alvin_and_the_chipmunks_the_squeakquel
m,amandla,2022-02-06,tv,2022,https://www.rottentomatoes.com/m/amandla_2022,https://www.rottentomatoes.com/m/amandla,https://www.rottentomatoes.com/tv/amandla_2022,https://www.rottentomatoes.com/tv/amandla
m,american_assassin,2024-02-18,tv,2024,https://www.rottentomatoes.com/m/american_assassin_2024,https://www.rottentomatoes.com/m/american_assassin,https://www.rottentomatoes.com/tv/american_assassin_2024,https://www.rottentomatoes.com/tv/american_assassin
tv,american_conspiracy_the_octopus_murders,2024-03-10,m,2024,https://www.rottentomatoes.com/tv/american_conspiracy_the_octopus_murders_2024,https://www.rottentomatoes.com/tv/american_conspiracy_the_octopus_murders,https://www.rottentomatoes.com/m/american_conspiracy_the_octopus_murders_2024,https://www.rottentomatoes.com/m/american_conspiracy_the_octopus_murders
m,american_made,2023-10-15,tv,2023,https://www.rottentomatoes.com/m/american_made_2023,https://www.rottentomatoes.com/m/american_made,https://www.rottentomatoes.com/tv/american_made_2023,https://www.rottentomatoes.com/tv/american_made
tv,american_manhunt_the_boston_marathon_bombing,2023-04-23,m,2023,https://www.rottentomatoes.com/tv/american_manhunt_the_boston_marathon_bombing_2023,https://www.rottentomatoes.com/tv/american_manhunt_the_boston_marathon_bombing,https://www.rottentomatoes.com/m/american_manhunt_the_boston_marathon_bombing_2023,https://www.rottentomatoes.com/m/american_manhunt_the_boston_marathon_bombing
tv,american_nightmare,2024-02-18,m,2024,https://www.rottentomatoes.com/tv/american_nightmare_2024,https://www.rottentomatoes.com/tv/american_nightmare,https://www.rottentomatoes.com/m/american_nightmare_2024,https://www.rottentomatoes.com/m/american_nightmare
m,amina,2021-11-07,tv,2021,https://www.rottentomatoes.com/m/amina_2021,https://www.rottentomatoes.com/m/amina,https://www.rottentomatoes.com/tv/amina_2021,https://www.rottentomatoes.com/tv/amina
m,amores_perros,2021-09-19,tv,2021,https://www.rottentomatoes.com/m/amores_perros_2021,https://www.rottentomatoes.com/m/amores_perros,https://www.rottentomatoes.com/tv/amores_perros_2021,https://www.rottentomatoes.com/tv/amores_perros
